-1.874963536046203583e-01 -2.804997096901778786e+00 -2.642939444726677856e+00
1.039855153897139894e+00 2.222209896775862066e-03 1.869381767415376983e+00
1.756167858311979746e+00 2.534437797598618314e+00 3.775983578942404773e+00
8.730193824926090196e-01 2.604222341546976516e+00 6.604884760773227503e-02
-2.230533284933838567e-01 4.565952697624926782e-02 -4.680437966293368168e-01
-1.336009485113755391e+00 4.277069344881419960e-02 -4.795978346269711978e-01
-2.303758273345131613e+00 3.251675795229062249e+00 4.713223261644197692e-01
2.793977727204286499e-01 -1.622990205084460791e-01 -1.316699457780845517e+00
1.526410945270465724e+00 1.913809056249839990e+00 -4.074256079155869514e+00
3.878395260019269486e-01 4.463206658672245336e-02 -5.750990598730251202e-01
-4.763788824382153009e-01 -8.251778384504310226e-01 4.505781311591541272e-01
-2.887894363035602208e+00 1.969337381068631210e+00 -3.346153523908073968e+00
1.689820178190772459e+00 -2.834783071152018330e+00 2.281603596285707525e+00
2.194061339306030423e+00 7.375685337275316167e-01 -1.648517027396786627e+00
-5.192574602626109925e-02 1.031076375334350370e+00 -1.496376506117772953e+00
-2.363601807982003422e-01 2.361494334828542208e+00 -2.682078701943235721e+00
3.526241254428674754e-01 1.285523094250491105e-01 5.237155329803722115e-01
-1.551430494029097384e-01 1.739778540584502986e+00 -1.634934329021037858e+00
2.995116789842975802e+00 4.881476253105044849e-01 -7.293328586695414437e-03
9.837397714487818856e-01 -2.404546997359048865e-01 4.677402196396601153e-01
-1.543505524435133003e+00 -3.011242486377403993e-01 -5.698504638760943930e-01
-2.821391081999748973e-01 2.400747723024385660e+00 2.757503548064079157e-01
-7.633193214758732248e-01 -3.157550564545706928e-01 -3.641774340726231518e-01
-7.139680243542577687e-01 -2.692899768711621844e-01 -8.107373244148858848e-01
1.421625373738736597e-01 -2.914627472278368714e+00 -3.103306737394742054e+00
3.700303274462046765e-01 4.426858335308854198e-01 7.442684527931974214e-01
-2.617292635575136361e-01 -2.841934425178914148e-01 -2.401655203008294104e-01
1.121230317106078456e+00 -2.100983338405307155e+00 -2.310337863745307363e+00
6.541646008970253279e-01 -5.955674651322990787e-01 1.375559904817027362e-02
-1.682528365567471207e+00 -8.853163244184987235e-01 -1.184416164982595998e-01
1.679068418695513210e-01 9.387561217077544651e-01 4.505448509702311699e-01
-2.612747880129748235e-01 -1.589011888448024490e-01 -1.165712268314391120e-01
-2.163618544598110705e-01 -1.275070107540008379e+00 7.945775003497810296e-01
-1.875246744225748996e+00 -1.781789166589947904e+00 1.834271899707421216e+00
-1.240893754187587517e+00 -2.146495108841902866e+00 -7.432550042769749954e-01
2.529110267914572163e-01 -5.833668744222761937e-01 -1.324484963190902531e-01
-1.528346833955018136e+00 -1.431526777430693231e+00 2.116988330753053038e+00
-1.807437629692882686e+00 -9.718229655071817241e-01 2.511296557228225979e+00
-5.941032776136010440e-01 -2.817171572558220038e+00 1.552420177013208447e+00
-1.916105710463074763e+00 -2.455692184926107746e+00 3.684077898957259123e+00
-1.617068754463349745e+00 -2.845448216506653694e+00 3.469150404012755207e+00
-3.115762833298378442e+00 -2.383024523454146948e+00 -1.419755031986208671e+00
1.090327600124611496e-01 5.270065428870069901e-01 2.355610227791744560e-01
-1.726536370057449865e+00 -1.365120894081618963e-01 -4.887861904973540006e-01
-5.801647239907155307e-02 -1.586408853239029915e+00 -1.376978297437507548e+00
1.956007389160223431e+00 6.345448390511068126e-01 2.606763365711303404e+00
-2.293822576086046894e+00 -8.497965731856554905e-01 3.732550467995630061e+00
-1.629505697817843976e-02 -9.144114886120646712e-01 -1.481549763563355882e+00
2.480531439140053890e-02 3.753590105184239079e+00 -6.557220885161797463e-01
-1.500542345490063489e+00 1.606014994398625995e-01 -2.188244387946255420e-01
5.151423412543102431e-01 2.942258929572897919e-01 2.248748675467502622e-01
1.818458634649027905e+00 2.908882011220035313e+00 -2.688861009004248181e+00
5.360065640161582740e-02 -9.518855297823167749e-01 7.375753006538140477e-01
-1.638157834401239299e+00 -9.150935850621422230e-01 8.790608850691874476e-01
1.004619272473663782e+00 -1.206479949495207205e-01 -2.266423910413687404e-01
-3.828167221466168835e-01 -6.403318759036297214e-01 9.700277701272724817e-01
-8.150834511905706847e-01 -2.114834383133907814e-01 3.260027301389686993e+00
-2.689517363632683566e-01 -1.326083162328316245e+00 1.515755506312227219e+00
-3.457211592104593723e-01 -7.088763268591333766e-01 -9.537693112810288198e-01
-1.564373739877992886e+00 -2.937547824340391855e+00 2.444373767130017416e+00
-9.586154722139218487e-01 -6.845480262489973822e-02 -7.234598817559546868e-02
4.318084464065992667e-01 -8.645256454847886074e-01 1.560666882737477001e+00
-1.464091786680468354e+00 6.915321662691908955e-01 -2.611140229268524848e+00
-5.541684310080159381e-01 -1.887384555763446548e+00 -1.182057408210495542e+00
9.874183608612883134e-01 -1.839762218241399253e-02 1.535876974565190345e+00
-1.956174019775418771e-01 -7.664090049778410352e-01 -1.218922515719204736e+00
-1.462564434359514276e-01 1.644042378806889748e-02 2.036421203832347593e-01
-8.124536545620882899e-01 4.944339796459653047e-01 -1.086047061963020033e+00
-2.738810390844741982e-01 1.897014538287466801e+00 1.867675976686225647e+00
-9.126130291153495833e-01 7.683402845050801844e-01 1.900602603071310792e+00
-1.087989800497586534e+00 -8.335724852009400720e-01 -2.843982068013828357e-01
-1.532312665532888474e+00 1.381714705456641878e+00 2.794904600655065408e-01
5.802518000763094985e-01 1.955706733296513011e+00 -4.375007590014758918e+00
2.448557010088928398e-01 2.167406139227606443e-01 -3.078521346761957656e-01
-1.416174027199600838e+00 5.197541845603744631e-02 -1.709270014510706703e+00
-6.373918623892310675e-01 5.241468883856097438e-01 -5.516654725321171737e-01
2.147969033386244231e+00 3.718820903099119057e+00 1.522882913507112024e+00
-2.844867455200794648e+00 7.448295460259631851e-01 -4.013648600164157365e+00
9.350073025556823181e-01 -2.182820814686900590e+00 -1.359006547947553711e+00
2.685568904900631715e+00 6.790095304092176320e-01 -3.961610491843272630e-01
-7.379055035486644654e-01 1.497114372649539504e-01 2.395956509988923233e-01
-1.564401232410572273e+00 3.090051997714129417e+00 2.296753031654642729e+00
-2.523287258209039319e-01 5.455842140935767137e-01 1.516000291862875660e+00
-4.613454560515344305e-01 6.173810929190586272e-01 1.507573345636624429e-01
9.617409013150325370e-01 -3.665685899926764524e+00 1.726600355051124414e-01
